-0.16209,-0.079765,-0.061488,-0.23666,-0.26617,-0.27276,-0.27509,-0.363,0.30335,0.39009,-0.085858,0.071029,0.2785,0.099433,-0.074626,0.033643,0.037859,0.016508,-0.033933,0.16387,-0.014877,0.10954,0.031438,-0.048386,-0.071975,0.018579,0.0079373,0.11818,0.047857,0.051992,-0.081823,0.057959,0.083548,0.010673,-0.091236,-0.090523,-0.018391,-0.013858,-0.020719,0.1025,-0.093157,0.024908,0.028652,-0.10507,-0.092339,-0.0015691,0.049731,0.04776,0.0030341,-0.065799,0.033636,-0.04001,-0.10177,0.040443,-0.032708,0.0647,0.0010221,0.074748,0.010412,-0.012919,-0.0046467,-0.066714,0.02673,-0.026778,0.0075265,-0.040077,-0.015132,0.04908,0.024582,0.029236,-0.0068128,0.022236,0.011554,0.012696,0.029079,-0.019414,0.0062267,-0.0021027,-0.014726,-0.003316,0.00077335,0.01772,-0.0093571,-0.00039607,-0.0015542,-0.0081718,0.0035482,-0.0029832,-0.0006357,0.0013528,0.00068583,0.0046344,0.0047692,0.0016148,0.0051997,-0.0028235,-0.0013458,-0.00019939,-0.00010861,0.1
-0.1659,-0.074579,-0.063641,-0.22509,-0.2352,-0.21045,-0.16252,-0.12438,0.0030869,-0.10656,0.13388,-0.12792,-0.21059,-0.14613,-0.03525,-0.14749,-0.014483,-0.02301,0.074065,-0.38457,-0.037015,-0.15338,-0.042455,0.1131,0.045718,-0.062159,0.088421,-0.01987,0.0039405,-0.11014,0.037148,-0.012326,-0.11401,-0.073084,-0.063532,0.047157,0.0232,-0.12513,0.10781,-0.27739,0.062669,0.0069704,-0.044949,-0.040748,0.12451,0.12152,-0.16015,-0.19951,-0.10236,-0.097974,-0.080215,0.14159,-0.061851,-0.13275,-0.026112,-0.066633,0.035842,0.058159,-0.12039,-0.027997,-0.11272,-0.041023,-0.13106,0.048828,0.082266,-0.10305,0.049674,0.0097321,-0.093126,0.048733,0.051517,-0.027297,0.036632,-0.010419,0.063163,0.027695,0.034821,0.014916,-0.025878,0.024318,-0.0185,0.0092499,0.02763,-0.0078313,-0.01572,-0.0015431,0.0019911,0.0053371,0.0076339,0.0050174,0.00053303,-0.013243,-0.00033206,-0.0035994,-0.0056567,0.0019592,-0.0004521,0.0013072,0.00051349,0.1
-0.16903,-0.068876,-0.065832,-0.21126,-0.20059,-0.15199,-0.10172,-0.04936,-0.024145,-0.048231,-0.16119,0.14641,-0.051951,0.050284,0.17186,0.17572,-0.0096605,-0.010365,-0.065169,0.21822,0.077833,0.005338,0.014781,-0.053527,0.085872,0.058248,-0.084026,-0.15028,-0.11314,0.054207,0.11323,-0.087025,-0.068795,0.034865,0.23288,0.15539,0.0063743,0.13521,-0.049938,-0.00091571,0.17245,-0.091364,-0.032158,0.26431,0.1026,-0.070393,-0.028304,-0.0042423,0.078997,0.19968,-0.018384,0.069082,0.25988,-0.087353,0.06419,-0.15133,-0.0090535,-0.21523,-0.030378,0.048289,0.040799,0.19043,-0.10672,0.10033,0.0060767,0.094338,0.06293,-0.15267,-0.11453,-0.08813,0.047343,-0.085106,-0.01342,-0.056557,-0.065465,0.058947,0.0092119,0.026325,0.02665,0.0080372,0.017582,-0.052826,0.025203,0.032569,-0.008562,0.0193,-0.010532,0.011461,0.001102,-0.011861,-0.00028945,0.00091653,-0.00020045,0.0037699,0.0010069,-0.001742,0.0056938,-0.0029784,0.0048798,0.1
-0.17212,-0.061731,-0.068063,-0.19592,-0.16475,-0.096523,-0.030996,0.04887,-0.10093,-0.1591,0.30352,-0.2664,-0.075662,-0.079946,-0.16749,-0.16137,-0.0054683,0.024875,0.074816,-0.17824,-0.043181,0.014186,-0.071771,0.014267,-0.04475,-0.067229,0.021537,0.060286,0.086744,0.013812,-0.05854,0.051176,0.07881,-0.01188,-0.04032,-0.063202,-0.0073988,0.019897,-0.019609,0.12709,-0.10114,0.028762,0.058141,0.028276,-0.092669,-0.06447,0.16549,0.16498,0.060247,0.075485,0.048267,-0.13958,0.12275,0.18047,0.056258,0.020614,-0.075497,-0.1586,0.1809,0.063081,0.17064,0.15041,0.15661,-0.023326,-0.14104,0.23911,-0.035502,-0.11297,0.11689,-0.16058,-0.066286,-0.025005,-0.076359,-0.04718,-0.17855,0.0015053,-0.085942,-0.013985,0.078792,-0.038578,0.022397,-0.074031,-0.030903,0.01533,0.034717,0.0097298,-0.023376,-0.0062715,-0.02386,-0.0054899,-0.0043198,0.01461,0.0048292,0.010729,0.0012534,0.005347,0.0015026,0.00056461,-0.0011039,0.1
-0.1743,-0.053817,-0.070909,-0.1796,-0.12719,-0.036775,0.022904,0.11257,-0.13913,-0.17858,-0.31735,0.29529,-0.1783,0.0040195,0.21272,0.11904,-0.030143,-0.046468,-0.03828,-0.00371,0.035577,-0.12061,0.039667,0.038537,0.066059,0.030201,-0.019943,-0.089605,-0.051174,-0.092044,0.082405,-0.049845,-0.08909,0.033967,-0.0036555,0.011067,0.02724,-0.022749,0.064525,-0.043725,-0.0025987,0.023396,-0.0013782,-0.094479,-0.025106,0.014812,-0.034396,-0.013664,-0.07095,-0.078989,0.03112,-0.085523,-0.16329,0.090543,-0.035707,0.1391,0.0086658,0.16773,0.10372,-0.037486,0.047409,-0.12373,0.23115,-0.14779,-0.14191,0.082653,-0.15231,0.14812,0.26869,-0.0025354,-0.16383,0.1513,-0.055468,0.11263,-0.082576,-0.096604,-0.1084,-0.053044,0.053849,-0.064955,-0.0096776,0.036144,-0.10111,-0.039916,0.045582,-0.020181,-0.014785,-0.020102,-0.0090706,-0.0058957,0.0019126,0.0049675,-0.011204,0.00014368,-0.0056981,0.0047631,-0.0053279,0.0029766,-0.0044998,0.1
-0.17618,-0.045605,-0.073692,-0.16108,-0.089234,0.009464,0.071774,0.16276,-0.14138,-0.1247,0.33706,-0.31346,0.08495,0.077015,-0.031862,0.014383,0.027802,0.05492,-0.02868,0.19142,0.025869,0.12334,0.0053948,-0.059885,-0.0040554,0.049723,-0.054462,-0.065876,-0.040446,0.12578,0.0042814,-0.05469,0.014995,0.024549,0.18067,0.070725,-0.02023,0.11859,-0.11358,0.12388,0.070841,-0.026026,-0.036699,0.12637,0.018778,-0.056186,-0.005816,0.028222,0.093337,0.053631,-0.024227,0.027428,0.0021885,-0.074108,-0.0080137,0.03264,0.028622,0.10218,-0.067036,-0.075315,-0.10319,-0.18677,-0.00067858,-0.091369,0.078697,-0.20638,-0.071412,0.21023,0.07777,0.2186,-0.02504,0.2025,0.03934,0.17229,0.20493,-0.11157,0.031416,-0.058734,-0.085591,0.0041321,-0.045917,0.162,-0.045991,-0.066195,0.0016893,-0.025132,0.039855,-0.016494,0.029458,0.0065603,0.012114,-0.0096228,-0.0041097,-0.0024093,0.0051542,-0.0069178,-0.0017113,-0.00028008,-0.0052213,0.1
-0.17653,-0.03619,-0.076933,-0.14187,-0.052489,0.055791,0.10557,0.18116,-0.1225,-0.13896,-0.29146,0.28861,-0.14309,-0.040337,-0.06665,-0.064451,-0.032984,-0.014501,0.069972,-0.11835,-0.046314,-0.0065965,-0.015529,-0.0072311,-0.076072,-0.032661,0.016571,0.090533,0.092369,-0.049755,-0.081269,0.076044,0.17345,0.01867,-0.12742,-0.1094,-0.018122,0.0056088,-0.059611,0.14608,-0.12374,0.049595,0.054902,-0.044554,-0.10329,-0.064194,0.19979,0.14133,0.051153,0.053271,0.041636,-0.10109,0.096334,0.06662,0.041666,-0.024794,-0.048324,-0.072992,0.003418,0.01753,0.0051986,0.017547,-0.064574,0.044525,0.12494,-0.20549,0.094418,0.0088274,-0.21347,0.17673,0.1576,-0.037244,0.10613,-0.03725,0.25884,0.01885,0.17664,0.0091273,-0.15221,0.12546,-0.024199,0.09838,0.12287,-0.010974,-0.064222,0.022852,0.070788,0.017506,0.032746,0.029045,0.010628,-0.0078525,0.0018401,-0.0065624,0.0079794,-0.0032961,0.00066593,-0.0013816,0.0010796,0.1
-0.17597,-0.025795,-0.080485,-0.12096,-0.015698,0.089841,0.13133,0.18374,-0.089233,-0.035112,0.19295,-0.18521,0.18868,0.10445,0.19635,0.18518,0.0030864,-0.044016,-0.1049,0.22762,0.04328,-0.017029,0.05087,0.019449,0.079995,0.048721,-0.02155,-0.047588,-0.1023,-0.046606,0.044151,-0.0083847,-0.14102,0.037397,-0.057148,-0.040762,0.060364,-0.090217,0.08751,-0.069805,-0.067344,0.022321,0.012606,-0.23487,-0.03198,0.073834,-0.070497,0.0030697,-0.099079,-0.15625,0.055478,-0.10718,-0.22293,0.10476,-0.034567,0.11322,-0.020769,0.063792,0.064907,0.033696,0.037074,0.021856,0.049049,0.02491,-0.025055,0.016959,0.063268,-0.096902,-0.17811,-0.043478,0.10501,-0.25773,0.054428,-0.22986,0.010275,0.16372,0.11031,0.11061,-0.061036,0.10636,0.043068,-0.10419,0.19389,0.091812,-0.092636,0.057461,0.0045539,0.047053,0.0062901,0.018,-0.013738,-0.0025713,0.0053866,-0.010849,0.0087349,0.0055321,-0.0050687,-0.0044326,0.0048165,0.1
-0.17416,-0.015239,-0.0836,-0.1011,0.016636,0.1165,0.14083,0.16519,-0.067326,-0.014107,-0.14935,0.13021,-0.0042355,-0.020295,-0.26538,-0.24282,0.042189,0.10693,0.072252,0.056031,-0.039866,0.15163,0.032211,-0.098885,-0.16596,0.0072072,-0.021747,0.07714,0.093276,0.17696,-0.078453,-0.023046,0.14628,-0.03379,0.098944,0.016728,-0.10884,0.096171,-0.098017,0.061401,0.066199,-0.017371,-0.058292,0.052694,0.028392,0.002784,-0.10071,-0.13117,0.014607,-0.077463,-0.073827,0.13338,-0.15043,-0.16146,-0.067596,0.05119,0.12159,0.19581,-0.12889,-0.059247,-0.10878,-0.12476,-0.061841,-0.016246,-0.025876,0.016422,-0.0029673,0.0045305,0.0060807,-0.14738,-0.046267,-0.17521,-0.043253,-0.12362,-0.22264,0.13813,-0.067235,0.10671,0.12548,-0.070814,0.080428,-0.2414,0.037641,0.10958,-0.0095707,0.01255,-0.10282,0.041482,-0.039818,-0.023243,-0.043705,0.019178,-0.007608,-0.012943,-0.011749,0.0036171,0.0011812,0.0065985,-0.0016906,0.1
-0.17113,-0.0039078,-0.087237,-0.079232,0.046143,0.13569,0.1443,0.1417,0.0020453,0.084078,0.052313,-0.041413,0.1887,0.056671,0.213,0.2667,-0.035292,-0.10336,-0.0084293,-0.048623,-0.046961,-0.082564,-0.049072,0.074313,0.04773,-0.047388,0.066439,0.061862,0.0091264,-0.19389,-0.087209,0.13852,0.087859,-6.8842e-05,-0.24447,-0.13075,0.073973,-0.11911,0.012436,0.046308,-0.1128,0.0050884,0.022016,-0.011826,-0.012796,-0.0051269,0.090898,0.038634,0.03874,0.074143,-0.014275,0.12753,0.15454,-0.078689,0.0056076,-0.14275,0.048652,-0.050544,-0.17549,-0.012361,-0.14003,-0.041241,-0.23892,0.071033,0.16566,-0.062751,0.038222,0.028957,0.0098104,-0.05164,-0.065899,0.069298,-0.022615,0.10987,-0.16686,-0.037521,-0.1509,-0.028609,0.17688,-0.18897,0.029252,-0.1415,-0.20019,0.00094096,0.12211,-0.077403,-0.12386,-0.029471,-0.076448,-0.055517,-0.022998,0.016588,-0.0031682,-0.0049453,-0.028494,-0.00016784,0.0092174,0.010044,-0.0043488,0.1
